debate_audio_id,sentence_id,sentence_index,speaker_raw,n_words,start_sec,end_sec,duration_sec,sentence_text,source
1034,1034_w0064,63,UNKNOWN,8,436.911,440.094,3.183,Now ignore the noise and the personal attacks.,whisper_canonical
1034,1034_w0065,64,UNKNOWN,6,440.795,442.436,1.641,All of that comes with politics.,whisper_canonical
1034,1034_w0066,65,UNKNOWN,41,443.037,458.14,15.103,"But, you know, what's really important, what could be new, is how Harris talks about the issues, how Trump talks about the issues, and talks about how they'll improve the economy, as well as improve issues around immigration and the border.",whisper_canonical
1034,1034_w0067,66,UNKNOWN,18,458.82,464.881,6.061,"So via Kai National Politics reporter with Axios, you can find her reporting if you go to axios.com.",whisper_canonical
1034,1034_w0068,67,UNKNOWN,4,465.221,466.162,0.941,Thank you very much.,whisper_canonical
1034,1034_w0069,68,UNKNOWN,31,467.822,485.124,17.302,"Thanks. And CNN reported earlier that the vice president, in preparation for tonight's debate, spoke with Hillary Clinton about debating the former president back in what it was like for her.",whisper_canonical
1034,1034_w0070,69,UNKNOWN,32,485.725,504.919,19.194,"MSNBC, the Madel blog, also reporting similar that the phone call was made between the vice president and the former Democratic candidate in and they report that they spoke recently and repeatedly.",whisper_canonical
1034,1034_w0071,70,UNKNOWN,12,505.46,511.483,6.023,"Now, again, tonight's debate by ABC, hosted by ABC, starts at p.m.",whisper_canonical
1034,1034_w0072,71,UNKNOWN,11,511.663,516.706,5.043,"Eastern time, and we'll be simulcasting that debate here on C-SPAN.",whisper_canonical
1034,1034_w0073,72,UNKNOWN,19,516.846,523.29,6.444,"And ahead of that, we want to know from you what you want to hear from the candidates tonight.",whisper_canonical
1034,1034_w0074,73,UNKNOWN,10,524.23,527.152,2.922,"If you are supporting the vice president, your line, 202-748-8920.",whisper_canonical
1034,1034_w0075,74,UNKNOWN,7,527.232,529.293,2.061,"If you're supporting the former president, 202-748-8921.",whisper_canonical
1034,1034_w0076,75,UNKNOWN,6,529.313,530.213,0.9,"If you have another candidate, 202-748-8922.",whisper_canonical
1034,1034_w0077,76,UNKNOWN,5,530.273,531.614,1.341,"And if you're undecided, 202-748-8923.",whisper_canonical
1034,1034_w0078,77,UNKNOWN,9,531.674,533.835,2.161,"Let's go to Shonda, who's in Dayton, Ohio, Republican.",whisper_canonical
1034,1034_w0079,78,UNKNOWN,11,533.855,537.137,3.282,"Shonda, what do you want these candidates to talk about tonight?",whisper_canonical
1034,1034_w0080,79,UNKNOWN,9,550.392,552.214,1.822,I don't really know what to say about that.,whisper_canonical
1034,1034_w0081,80,UNKNOWN,11,552.294,554.956,2.662,I just want to let Trump that I believe in him.,whisper_canonical
1034,1034_w0082,81,UNKNOWN,8,555.016,557.258,2.242,I didn't use to and everything they've done.,whisper_canonical
1034,1034_w0083,82,UNKNOWN,13,557.278,561.762,4.484,It just shows he's everything he said he would look at the immigration.,whisper_canonical
1034,1034_w0084,83,UNKNOWN,13,561.822,565.585,3.763,"You know, it's sad and we blame Harris streets and for the country.",whisper_canonical
1034,1034_w0085,84,UNKNOWN,8,566.846,568.527,1.681,"All right, that was a call from Ohio.",whisper_canonical
1034,1034_w0086,85,UNKNOWN,9,568.547,571.39,2.843,"We'll go to Angela and Lynchburg, Virginia Democratic caller.",whisper_canonical
1034,1034_w0087,86,UNKNOWN,2,571.41,574.493,3.083,"Hi, hi.",whisper_canonical
1034,1034_w0088,87,UNKNOWN,4,574.553,575.213,0.66,Can you hear me?,whisper_canonical
1034,1034_w0089,88,UNKNOWN,3,575.313,575.894,0.581,"Yes, we can.",whisper_canonical
1034,1034_w0090,89,UNKNOWN,8,576.791,578.812,2.021,Thank you so much for accepting my call.,whisper_canonical
1034,1034_w0091,90,UNKNOWN,11,579.473,582.835,3.362,I want to see Harris go out there and be presidential.,whisper_canonical
1034,1034_w0092,91,UNKNOWN,18,583.335,591.541,8.206,"I'm originally from New Jersey, and I know Trump and his lies, what he did for Atlantic City.",whisper_canonical
1034,1034_w0093,92,UNKNOWN,40,591.941,606.171,14.23,"Nobody wanted to talk about it, and even when I was in New Jersey, they swept that under the rug, how he lied to his creditors, filed bankruptcy, and left Atlantic City in a disarray, and he walked away scot-free.",whisper_canonical
1034,1034_w0094,93,UNKNOWN,5,607.352,608.712,1.36,He's been lying ever since.,whisper_canonical
1034,1034_w0095,94,UNKNOWN,6,608.792,610.293,1.501,He's been in the White House.,whisper_canonical
1034,1034_w0096,95,UNKNOWN,16,610.413,617.138,6.725,"And New Jerseyans know, if you know, you know, but he's been bad for the country.",whisper_canonical
1034,1034_w0097,96,UNKNOWN,10,617.658,622.881,5.223,"I'm totally disappointed in what he's done, especially with COVID.",whisper_canonical
1034,1034_w0098,97,UNKNOWN,15,623.161,629.145,5.984,"So coming out with Kamala Harris and Joe Biden, They've done better for the country.",whisper_canonical
1034,1034_w0099,98,UNKNOWN,18,629.445,635.707,6.262,"And I know moving forward, she will be the one that will take it to the next level.",whisper_canonical
1034,1034_w0100,99,UNKNOWN,2,635.867,636.147,0.28,All right.,whisper_canonical
1034,1034_w0101,100,UNKNOWN,3,636.267,637.447,1.18,America needs this.,whisper_canonical
1034,1034_w0102,101,UNKNOWN,16,637.627,643.029,5.402,"Angela, you think an effective strategy for her is to call him a liar repeatedly tonight?",whisper_canonical
1034,1034_w0103,102,UNKNOWN,18,643.469,649.931,6.462,"Yes, because the simple fact of the matter is, when he was in office, the press said nothing.",whisper_canonical
1034,1034_w0104,103,UNKNOWN,18,650.091,654.832,4.741,"They wanted to fact check, but they never called him out until the last part of his presidency.",whisper_canonical
1034,1034_w0105,104,UNKNOWN,2,655.113,655.853,0.74,He's lying.,whisper_canonical
1034,1034_w0106,105,UNKNOWN,2,655.933,656.453,0.52,He's lying.,whisper_canonical
1034,1034_w0107,106,UNKNOWN,2,656.493,656.953,0.46,He's lying.,whisper_canonical
1034,1034_w0108,107,UNKNOWN,2,656.993,657.453,0.46,He's lying.,whisper_canonical
1034,1034_w0109,108,UNKNOWN,18,658.714,666.676,7.962,"CNN has a reporter, Daniel Dale, that made his job, his career on reporting lies from Donald Trump.",whisper_canonical
1034,1034_w0110,109,UNKNOWN,14,667.456,672.16,4.704,But that was because the media never said he's flying from COVID on back.,whisper_canonical
1034,1034_w0111,110,UNKNOWN,28,672.44,682.427,9.987,"Okay, and Angela for our viewers you are there are multiple websites that you can go to that are fact-checking tonight's debate and you yourself can go and",whisper_canonical
1034,1034_w0112,111,UNKNOWN,3,684.116,685.097,0.981,checked for yourself.,whisper_canonical
1034,1034_w0113,112,UNKNOWN,5,685.177,686.238,1.061,Did they tell the truth?,whisper_canonical
1034,1034_w0114,113,UNKNOWN,3,687.28,688.641,1.361,There's a politifact.,whisper_canonical
1034,1034_w0115,114,UNKNOWN,8,688.681,691.885,3.204,"There's multiple websites, New York Times, Washington Post.",whisper_canonical
1034,1034_w0116,115,UNKNOWN,6,692.285,694.668,2.383,They do fact-checking of tonight's debate.,whisper_canonical
1034,1034_w0117,116,UNKNOWN,8,695.148,697.451,2.303,"For the rules tonight, let's go through them.",whisper_canonical
1034,1034_w0118,117,UNKNOWN,13,698.332,705.02,6.688,For ABCs has laid out and that both parties have accepted these rules.,whisper_canonical
1034,1034_w0119,118,UNKNOWN,5,705.48,707.001,1.521,The debate will run minutes.,whisper_canonical
1034,1034_w0120,119,UNKNOWN,16,707.382,712.346,4.964,"The microphones will be muted, except for when the candidate who's speaking, when it's their turn.",whisper_canonical
1034,1034_w0121,120,UNKNOWN,8,712.827,716.33,3.503,There are no props or pre-written notes allowed.,whisper_canonical
1034,1034_w0122,121,UNKNOWN,15,716.871,721.015,4.144,"The candidates will be provided a pen, pad of paper, and a bottle of water.",whisper_canonical
1034,1034_w0123,122,UNKNOWN,5,721.455,722.936,1.481,There'll be two commercial breaks.,whisper_canonical
1034,1034_w0124,123,UNKNOWN,14,723.417,729.761,6.344,They will have podiums that look exactly like No opening statements by the candidates.,whisper_canonical
1034,1034_w0125,124,UNKNOWN,14,730.201,735.183,4.982,And the order of closing statements and positions were determined by a coin flip.,whisper_canonical
1034,1034_w0126,125,UNKNOWN,16,735.623,739.844,4.221,Former President Donald Trump won the coin toss and chose to select the order of statements.,whisper_canonical
1034,1034_w0127,126,UNKNOWN,7,740.124,742.345,2.221,He will offer the last closing statement.,whisper_canonical
1034,1034_w0128,127,UNKNOWN,19,742.985,748.933,5.948,And the vice president chose to stand at the right podium position on the screen and no studio audience.,whisper_canonical
1034,1034_w0129,128,UNKNOWN,22,748.993,759.446,10.453,"So very similar to that first debate back in June between former president and then the Democratic candidate for president, President Biden.",whisper_canonical
1034,1034_w0130,129,UNKNOWN,26,760.127,772.72,12.593,"Tonight's moderators from ABC, David Muir, who has joined ABC in He's the anchor of World News Tonight, co-anchor of went to Ithaca College, graduated in",whisper_canonical
1034,1034_w0131,130,UNKNOWN,16,774.362,782.089,7.727,"His co-moderator is Lindsay Davis, joined ABC in She's the anchor of ABC News Live Prime.",whisper_canonical
1034,1034_w0132,131,UNKNOWN,19,783.15,791.774,8.624,Two Emmy Award wins and graduated from the University of Virginia in They will be asking the questions tonight.,whisper_canonical
1034,1034_w0133,132,UNKNOWN,10,792.395,795.336,2.941,What answers do you want to hear from these candidates?,whisper_canonical
1034,1034_w0134,133,UNKNOWN,6,795.956,798.578,2.622,Kerry and South Windsor Connecticut Republican.,whisper_canonical
1034,1034_w0135,134,UNKNOWN,21,798.598,806.922,8.324,"Well, first of all, I hope that there is a difference in the tone and civility between the two of them.",whisper_canonical
1034,1034_w0136,135,UNKNOWN,6,807.142,809.163,2.021,And there's no ad hominem attacks.,whisper_canonical
1034,1034_w0137,136,UNKNOWN,5,810.639,812.92,2.281,and that not only how,whisper_canonical
1034,1034_w0138,137,UNKNOWN,20,814.381,820.644,6.263,"things will be done, but when they will be done, aside from a macro view of what should be done.",whisper_canonical
1034,1034_w0139,138,UNKNOWN,13,821.264,828.527,7.263,So more practical than ideological ideas based upon who they are as candidates.,whisper_canonical
1034,1034_w0140,139,UNKNOWN,13,829.208,836.031,6.823,I really feel that the past record of Kamala Harris speaks volumes about,whisper_canonical
1034,1034_w0141,140,UNKNOWN,2,837.031,838.232,1.201,her record.,whisper_canonical
1034,1034_w0142,141,UNKNOWN,6,838.768,840.549,1.781,"not her personality, but her record,",whisper_canonical
1034,1034_w0143,142,UNKNOWN,12,841.57,846.813,5.243,and that the comparison compared to the achievements of former President Trump,whisper_canonical
1034,1034_w0144,143,UNKNOWN,9,847.873,850.995,3.122,while he was in office on many different levels,whisper_canonical
1034,1034_w0145,144,UNKNOWN,10,852.816,856.559,3.743,will ultimately prove to be very effective in him winning.,whisper_canonical
1034,1034_w0146,145,UNKNOWN,11,857.319,860.061,2.742,"So Carrie, you want your candidate to stick to policy tonight?",whisper_canonical
1034,1034_w0147,146,UNKNOWN,21,861.442,869.385,7.943,Absolutely. And do you think he did that during the first debate when he squared off against current President Joe Biden?,whisper_canonical
1034,1034_w0148,147,UNKNOWN,8,870.426,873.427,3.001,"Well, I think he went back and forth.",whisper_canonical
1034,1034_w0149,148,UNKNOWN,25,873.687,880.949,7.262,"He's only human, but I think the fact is that not only what you want to accomplish, but how you will accomplish it and when.",whisper_canonical
1034,1034_w0150,149,UNKNOWN,16,880.969,886.331,5.362,So we as voters have an indication of what we can expect for the first term.,whisper_canonical
1034,1034_w0151,150,UNKNOWN,6,886.851,889.772,2.921,"OK, what are his vulnerabilities tonight?",whisper_canonical
1034,1034_w0152,151,UNKNOWN,4,890.213,890.853,0.64,"Carrie, do you think?",whisper_canonical
1034,1034_w0153,152,UNKNOWN,8,892.301,896.043,3.742,"I think his temper and his persona, if",whisper_canonical
1034,1034_w0154,153,UNKNOWN,21,897.263,903.546,6.283,"he's able to rile him, if you will, and he loses composure, it could be a different candidate than we see.",whisper_canonical
1034,1034_w0155,154,UNKNOWN,13,904.006,909.569,5.563,But I also think if he sticks to the record of Kamala Harris,whisper_canonical
1034,1034_w0156,155,UNKNOWN,14,910.649,915.151,4.502,"factually for the past year, she's been there and has virtually accomplished very little,",whisper_canonical
1034,1034_w0157,156,UNKNOWN,5,916.211,917.672,1.461,especially as our borders are.,whisper_canonical
1034,1034_w0158,157,UNKNOWN,11,918.575,922.456,3.881,And your first role is by constitution to protect the country.,whisper_canonical
1034,1034_w0159,158,UNKNOWN,16,922.936,927.697,4.761,"And let's face it, we have open borders, and it's not good for any of us.",whisper_canonical
1034,1034_w0160,159,UNKNOWN,23,927.777,934.398,6.621,"And at some point, we will, it will be brought to bear what's been happening here the past three and a half years.",whisper_canonical
1034,1034_w0161,160,UNKNOWN,6,934.418,938.038,3.62,"Okay. Gregory, in Chicago, Democratic caller.",whisper_canonical
1034,1034_w0162,161,UNKNOWN,5,939.779,940.979,1.2,"Yes, how are you doing?",whisper_canonical
1034,1034_w0163,162,UNKNOWN,2,941.579,942.579,1.0,Hi Gregory.,whisper_canonical
1034,1034_w0164,163,UNKNOWN,8,943.499,947.0,3.501,"Look, I think that this is a misfit.",whisper_canonical
1034,1034_w0165,164,UNKNOWN,6,949.51,951.411,1.901,Trump do not like his self.,whisper_canonical
1034,1034_w0166,165,UNKNOWN,5,952.631,953.811,1.18,He don't like his kids.,whisper_canonical
1034,1034_w0167,166,UNKNOWN,5,954.372,955.532,1.16,He don't love the country.,whisper_canonical
1034,1034_w0168,167,UNKNOWN,2,957.732,958.533,0.801,Cameron Harris,whisper_canonical
1034,1034_w0169,168,UNKNOWN,20,959.713,966.854,7.141,"has not done a lot, but I think she stands for everything that she put out in front of us.",whisper_canonical
1034,1034_w0170,169,UNKNOWN,5,967.955,969.835,1.88,We are fighting a war.,whisper_canonical
1034,1034_w0171,170,UNKNOWN,2,970.515,971.376,0.861,We're fighting,whisper_canonical
1034,1034_w0172,171,UNKNOWN,2,973.496,974.396,0.9,another country.,whisper_canonical
1034,1034_w0173,172,UNKNOWN,19,974.416,982.327,7.911,"And I think that with Trump, The Ku Klux Klan will come out even worse if he's in office.",whisper_canonical
1034,1034_w0174,173,UNKNOWN,9,983.348,985.889,2.541,I think that we would have to bear arms.,whisper_canonical
1034,1034_w0175,174,UNKNOWN,4,986.649,987.549,0.9,And that's the same.,whisper_canonical
1034,1034_w0176,175,UNKNOWN,18,987.729,993.791,6.062,"So Gregory, what do you want to hear from the vice president then tonight on the debate stage?",whisper_canonical
1034,1034_w0177,176,UNKNOWN,4,994.191,995.132,0.941,I want to hear.,whisper_canonical
1034,1034_w0178,177,UNKNOWN,8,995.372,997.432,2.06,"Well, I heard everything that she stand for.",whisper_canonical
1034,1034_w0179,178,UNKNOWN,4,997.913,998.933,1.02,She stand for rights.,whisper_canonical
1034,1034_w0180,179,UNKNOWN,4,999.893,1000.994,1.101,She stand for people.,whisper_canonical
1034,1034_w0181,180,UNKNOWN,13,1001.874,1007.896,6.022,"She stand for people that's having a abortion, even if they've been raped.",whisper_canonical
1034,1034_w0182,181,UNKNOWN,15,1010.522,1016.409,5.887,"Okay, and Gregory, what kind of style, what kind of debate style should she present?",whisper_canonical
1034,1034_w0183,182,UNKNOWN,4,1016.509,1017.39,0.881,What about her tone?,whisper_canonical
1034,1034_w0184,183,UNKNOWN,7,1018.011,1019.032,1.021,What do you think she should do?,whisper_canonical
1034,1034_w0185,184,UNKNOWN,12,1020.113,1023.537,3.424,"Her tone is mild matter, and I think she should stay there.",whisper_canonical
1034,1034_w0186,185,UNKNOWN,7,1024.278,1026.781,2.503,Don't let Donald Trump get you heated.,whisper_canonical
1034,1034_w0187,186,UNKNOWN,34,1029.279,1039.81,10.531,"I think that God is on her side and I think God is on all of my side, but I think that she will be in office and I pray that that was happening.",whisper_canonical
1034,1034_w0188,187,UNKNOWN,7,1041.383,1044.406,3.023,"All right, Gregory's thoughts there in Illinois.",whisper_canonical
1034,1034_w0189,188,UNKNOWN,24,1044.506,1056.236,11.73,"Here joining us this evening to talk about debate style and strategy is Julia Azari, who is a political science professor at Marquette University.",whisper_canonical
1034,1034_w0190,189,UNKNOWN,13,1056.696,1063.322,6.626,"Julia Azari, let's talk about debate style and beginning with the former president.",whisper_canonical
1034,1034_w0191,190,UNKNOWN,8,1063.402,1066.545,3.143,"Broadly, how would you describe his debate style?",whisper_canonical
1034,1034_w0192,191,UNKNOWN,14,1068.309,1072.373,4.064,"Well, I think the two words that come to mind are confident and confrontational.",whisper_canonical
1034,1034_w0193,192,UNKNOWN,15,1072.473,1079.78,7.307,"I think he, particularly in wasn't afraid to kind of talk about his opponent's record.",whisper_canonical
1034,1034_w0194,193,UNKNOWN,7,1079.82,1082.543,2.723,He wasn't afraid to be very confrontational.,whisper_canonical
1034,1034_w0195,194,UNKNOWN,8,1083.363,1085.345,1.982,"But also, I think what really came out",whisper_canonical
1034,1034_w0196,195,UNKNOWN,51,1086.406,1103.012,16.606,"in the most recent debate with the current president, former candidate Joe Biden, was that Trump is really able to deliver lines in a sort of confident and simple way even when some of those lines are being fact-checked and are, in fact, at odds with the truth of the facts.",whisper_canonical
1034,1034_w0197,196,UNKNOWN,42,1104.363,1121.135,16.772,"Let's talk about the tonight's debate and the fact that this is the first time he's going up against a female candidate since he ran against Hillary Clinton in CNN reporting, MSNBC reporting, that the former president, the vice president, excuse me,",whisper_canonical
1034,1034_w0198,197,UNKNOWN,14,1122.136,1128.621,6.485,has reached out repeatedly to Hillary Clinton to talk about debating the former president.,whisper_canonical
1034,1034_w0199,198,UNKNOWN,4,1128.661,1129.201,0.54,Let's go back to,whisper_canonical
1034,1034_w0200,199,UNKNOWN,32,1130.682,1142.034,11.352,Here's the moment from the second debate in where Donald Trump pressed the former Secretary of State Hillary Clinton on her handling of sensitive emails while serving as the nation's top diplomat.,whisper_canonical
1034,1034_w0201,200,UNKNOWN,8,1143.135,1145.758,2.623,I am going to instruct my Attorney General.,whisper_canonical
1034,1034_w0202,201,UNKNOWN,28,1147.014,1157.761,10.747,"to get a special prosecutor to look into your situation because there has never been so many lies, so much deception, there has never been anything like it.",whisper_canonical
1034,1034_w0203,202,UNKNOWN,8,1157.901,1159.942,2.041,And we're going to have a special prosecutor.,whisper_canonical
1034,1034_w0204,203,UNKNOWN,8,1160.523,1162.224,1.701,"When I speak, I go out and speak.",whisper_canonical
1034,1034_w0205,204,UNKNOWN,7,1163.004,1165.145,2.141,the people of this country are furious.,whisper_canonical
1034,1034_w0206,205,UNKNOWN,15,1165.625,1170.646,5.021,"In my opinion, the people that have been long-term workers at the FBI are furious.",whisper_canonical
