unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
44,TRUMP,"Well, I actually agree with that.",AGR,,,,AGR,,,,AGR,,,
45,TRUMP,I agree with everything she said.,AGR,,,,AGR,,,,AGR,,,
46,TRUMP,I began this campaign because I was so tired of seeing such foolish things happen to our country.,S; IAFA,,AE; IP,,S; IAFA,,AE; IP,,S; IAFA,,AE; IP,
47,TRUMP,This is a great country.,S,,AP,,S,,AP,,S,,AP,
48,TRUMP,This is a great land.,S,,AP,,S,,AP,,S,,AP,
49,TRUMP,I’ve gotten to know the people of the country over the last year-and-a-half that I’ve been doing this as a politician.,S,,IP,,S,,IP,,S,,IP,
50,TRUMP,"I cannot believe I’m saying that about myself, but I guess I have been a politician.",S,,IP,,S,,IP,,S,,IP,
51,TRUMP,And my whole concept was to make America great again.,S,,AP; APAT,,S,,AP; APAT,,S,,AP; APAT,
52,TRUMP,"When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one-sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago.",S-Inform,,AF; CB; SE,,S-Inform,,AF; CB; SE,,S-Inform,,AF; CB; SE,
53,TRUMP,"When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it’s in business and trade, where we’re doing so badly.",S,,AP; IP,,S,,AP; IP,,S,,AP; IP,
54,TRUMP,"Last year, we had an almost $800 billion trade deficit.",S-Inform; HS,,SE,,S-Inform; HS,,SE,,S-Inform; HS,,SE,
55,TRUMP,"In other words, trading with other countries.",EXPL,,,,EXPL,,,,EXPL,,,
56,TRUMP,We had an $800 billion deficit.,S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
57,TRUMP,It’s hard to believe.,S,,,,S,,,,S,,,
58,TRUMP,Inconceivable.,S,,,,S,,,,S,,,
59,TRUMP,You say who’s making these deals?,Q-RHET,,DF; CB,,Q-RHET,,DF; CB,,Q-RHET,,DF; CB,
60,TRUMP,We’re going to make great trade deals.,S,,IT,,S,,IT,,S,,IT,
61,TRUMP,We’re going to have a strong border.,S,,IT,,S,,IT,,S,,IT,
62,TRUMP,We’re going to bring back law and order.,S,,AF; IT,,S,,AF; IT,,S,,AF; IT,
63,TRUMP,"Just today, policemen was shot, two killed.",S-Inform; HS,,AF; SE,,S-Inform; HS,,AF; SE,,S-Inform; HS,,AF; SE,
64,TRUMP,And this is happening on a weekly basis.,S,,AF,,S,,AF,,S,,AF,
65,TRUMP,We have to bring back respect to law enforcement.,S,,IP,,S,,IP,,S,,IP,
66,TRUMP,"At the same time, we have to take care of people on all sides.",S,,UF,,S,,UF,,S,,UF,
67,TRUMP,We need justice.,S,,,,S,,,,S,,,
68,TRUMP,"But I want to do things that haven’t been done, including fixing and making our inner cities better for the African-American citizens that are so great, and for the Latinos, Hispanics, and I look forward to doing it.",S,,IT; IP; RB,,S,,IT; IP; RB,,S,,IT; IP; RB,
69,TRUMP,It’s called make America great again.,S,,AP,,S,,AP,,S,,AP,
70,COOPER,"Thank you, Mr.",THK,,,,THK,,,,THK,,,
71,COOPER,Trump.,S,,,,S,,,,S,,,
72,COOPER,The question from Patrice was about are you both modeling positive and appropriate behavior for today’s youth?,S; MS,,,,S; MS,,,,S; MS,,,
73,COOPER,"We received a lot of questions online, Mr.",S,,,,S,,,,S,,,
74,COOPER,"Trump, about the tape that was released on Friday, as you can imagine.",S,,,,S,,,,S,,,
75,COOPER,You called what you said locker room banter.,S,,REB,,S,,REB,,S,,REB,
76,COOPER,"You described kissing women without consent, grabbing their genitals.",S,,REB,,S,,REB,,S,,REB,
77,COOPER,That is sexual assault.,S; CH,,REB,,S; CH,,REB,,S; CH,,REB,
78,COOPER,You bragged that you have sexually assaulted women.,S; CH,,PER; REB,,S; CH,,PER; REB,,S; CH,,PER; REB,
79,COOPER,Do you understand that?,YNQ,,BQ; AEX,,YNQ,,BQ; AEX,,YNQ,,BQ; AEX,
80,TRUMP,"No, I didn’t say that at all.",REJ; ANS,,REB,,REJ; ANS,,REB,,REJ; ANS,,REB,
81,TRUMP,I don’t think you understood what was—this was locker room talk.,S; DIS,,REB,,S; DIS,,REB,,S; DIS,,REB,
82,TRUMP,I’m not proud of it.,S,,IP,,S,,IP,,S,,IP,
83,TRUMP,I apologize to my family.,APO,,AE,,APO,,AE,,APO,,AE,
84,TRUMP,I apologize to the American people.,APO,,,,APO,,,,APO,,,
85,TRUMP,"Certainly, I’m not proud of it.",S,,IP,,S,,IP,,S,,IP,
86,TRUMP,But this is locker room talk.,S,,DF; CB,,S,,DF; CB,,S,,DF; CB,
87,TRUMP,"You know, when we have a world where you have ISIS chopping off heads, where you have—and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times.",S,,AF; AE; DF,,S,,AF; AE; DF,,S,,AF; AE; DF,
88,TRUMP,"We haven’t seen anything like this, the carnage all over the world.",S,,AF; DF,,S,,AF; DF,,S,,AF; DF,
89,TRUMP,And they look and they see.,S,,,,S,,,,S,,,
90,TRUMP,"Can you imagine the people that are, frankly, doing so well against us with ISIS?",Q-RHET,,AF; AE; DF,,Q-RHET,,AF; AE; DF,,Q-RHET,,AF; AE; DF,
91,TRUMP,And they look at our country and they see what’s going on.,S,,DF,,S,,DF,,S,,DF,
92,TRUMP,"Yes, I’m very embarrassed by it.",S,,IP,,S,,IP,,S,,IP,
93,TRUMP,I hate it.,S,,IP,,S,,IP,,S,,IP,
94,TRUMP,"But it’s locker room talk, and it’s one of those things.",S,,DF; IA,,S,,DF; IA,,S,,DF; IA,
95,TRUMP,I will knock the hell out of ISIS.,S,,AF; IT,,S,,AF; IT,,S,,AF; IT,
96,TRUMP,We’re going to defeat ISIS.,S,,UF,,S,,UF,,S,,UF,
97,TRUMP,ISIS happened a number of years ago in a vacuum that was left because of bad judgment.,S-Inform; HS,,ATTR,,S-Inform; HS,,ATTR,,S-Inform; HS,,ATTR,
98,TRUMP,"And I will tell you, I will take care of ISIS.",S,,IT,,S,,IT,,S,,IT,
99,COOPER,"So, Mr.",TT,,,,TT,,,,TT,,,
100,COOPER,Trump…,TT,,,,TT,,,,TT,,,
101,TRUMP,And we should get on to much more important things and much bigger things.,S,,DF; IA,,S,,DF; IA,,S,,DF; IA,
102,COOPER,"Just for the record, though, are you saying that what you said on that bus 11 years ago that you did not actually kiss women without consent or grope women without consent?",YNQ; HS,,BQ,,YNQ; HS,,BQ,,YNQ; HS,,BQ,
103,TRUMP,I have great respect for women.,S,,IP,,S,,IP,,S,,IP,
104,TRUMP,Nobody has more respect for women than I do.,S,,IT; CB,,S,,IT; CB,,S,,IT; CB,
105,COOPER,"So, for the record, you’re saying you never did that?",YNQ,,REB,,YNQ,,REB,,YNQ,,REB,
106,TRUMP,"I’ve said things that, frankly, you hear these things I said.",S,,IP,,S,,IP,,S,,IP,
107,TRUMP,And I was embarrassed by it.,S,,,,S,,,,S,,,
108,TRUMP,But I have tremendous respect for women.,S,,IT,,S,,IT,,S,,IT,
109,COOPER,Have you ever done those things?,YNQ,,,,YNQ,,,,YNQ,,,
110,TRUMP,And women have respect for me.,S,,IT,,S,,IT,,S,,IT,
111,TRUMP,"And I will tell you: No, I have not.",REJ; ANS,,,,REJ; ANS,,,,REJ; ANS,,,
112,TRUMP,And I will tell you that I’m going to make our country safe.,S,,AF; DF,,S,,AF; DF,,S,,AF; DF,
113,TRUMP,"We’re going to have borders in our country, which we don’t have now.",S,,AF; ATTR,,S,,AF; ATTR,,S,,AF; ATTR,
114,TRUMP,"People are pouring into our country, and they’re coming in from the Middle East and other places.",S-Inform,,AF,,S-Inform,,AF,,S-Inform,,AF,
115,TRUMP,We’re going to make America safe again.,S,,AF; AP,,S,,AF; AP,,S,,AF; AP,
116,TRUMP,"We’re going to make America great again, but we’re going to make America safe again.",S,,AF; AP,,S,,AF; AP,,S,,AF; AP,
117,TRUMP,"And we’re going to make America wealthy again, because if you don’t do that, it just—it sounds harsh to say, but we have to build up the wealth of our nation.",S; EXPL,,AF; AP,,S; EXPL,,AF; AP,,S; EXPL,,AF; AP,
118,COOPER,"Thank you, Mr.",THK,,,,THK,,,,THK,,,
119,COOPER,Trump.,THK,,,,THK,,,,THK,,,
120,TRUMP,"Right now, other nations are taking our jobs and they’re taking our wealth.",S,,AF; ATTR,,S,,AF; ATTR,,S,,AF; ATTR,
121,COOPER,"Thank you, Mr.",THK,,,,THK,,,,THK,,,
122,COOPER,Trump.,THK,,,,THK,,,,THK,,,
123,TRUMP,And that’s what I want to talk about.,S; MS,,,,S; MS,,,,S; MS,,,
124,COOPER,"Secretary Clinton, do you want to respond?",YNQ; TG,,,,YNQ; TG,,,,YNQ; TG,,,
125,CLINTON,"Well, like everyone else, I’ve spent a lot of time thinking over the last 48 hours about what we heard and saw.",S,,IP,,S,,IP,,S,,IP,
126,CLINTON,"You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve.",S,,IP; REB,,S,,IP; REB,,S,,IP; REB,
127,CLINTON,Donald Trump is different.,S,,PER,,S,,PER,,S,,PER,
128,CLINTON,I said starting back in June that he was not fit to be president and commander-in-chief.,S; HS,,PER; IP,,S; HS,,PER; IP,,S; HS,,PER; IP,
129,CLINTON,And many Republicans and independents have said the same thing.,S,,PER,,S,,PER,,S,,PER,
130,CLINTON,"What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women.",S,,AE; PER,,S,,AE; PER,,S,,AE; PER,
131,CLINTON,And he has said that the video doesn’t represent who he is.,S,,REB,,S,,REB,,S,,REB,
132,CLINTON,But I think it’s clear to anyone who heard it that it represents exactly who he is.,S; CH,,PER; IP; REB,,S; CH,,PER; IP; REB,,S; CH,,PER; IP; REB,
133,CLINTON,Because we’ve seen this throughout the campaign.,S; EXPL,,PER; SE,,S; EXPL,,PER; SE,,S; EXPL,,PER; SE,
134,CLINTON,We have seen him insult women.,S; CH,,PER; ATTR,,S; CH,,PER; ATTR,,S; CH,,PER; ATTR,
135,CLINTON,"We’ve seen him rate women on their appearance, ranking them from one to ten.",S-Inform; CH,,PER; ATTR,,S-Inform; CH,,PER; ATTR,,S-Inform; CH,,PER; ATTR,
136,CLINTON,We’ve seen him embarrass women on TV and on Twitter.,S; CH,,PER; ATTR,,S; CH,,PER; ATTR,,S; CH,,PER; ATTR,
137,CLINTON,"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.",S; CH,,PER; ATTR,,S; CH,,PER; ATTR,,S; CH,,PER; ATTR,
138,CLINTON,"So, yes, this is who Donald Trump is.",S,,PER,,S,,PER,,S,,PER,
139,CLINTON,"But it’s not only women, and it’s not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others.",S; CH,,AE; PER; ATTR,,S; CH,,AE; PER; ATTR,,S; CH,,AE; PER; ATTR,
140,CLINTON,So this is who Donald Trump is.,S,,PER,,S,,PER,,S,,PER,
141,CLINTON,"And the question for us, the question our country must answer is that this is not who we are.",S,,UF,,S,,UF,,S,,UF,
142,CLINTON,"That’s why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity.",S; MS,,AE; AP; UF; IP,,S; MS,,AE; AP; UF; IP,,S; MS,,AE; AP; UF; IP,
143,CLINTON,"These are very important values to me, because this is the America that I know and love.",S,,AP; UF; IP,,S,,AP; UF; IP,,S,,AP; UF; IP,
144,CLINTON,And I can pledge to you tonight that this is the America that I will serve if I’m so fortunate enough to become your president.,S,,AE; AP; IP,,S,,AE; AP; IP,,S,,AE; AP; IP,
145,RADDATZ,And we want to get to some questions from online…,S; MS,,,,S; MS,,,,S; MS,,,
146,TRUMP,Am I allowed to respond to that?,YNQ; T-REQ,,,,YNQ; T-REQ,,,,YNQ; T-REQ,,,
147,TRUMP,I assume I am.,S,,,,S,,,,S,,,
148,RADDATZ,"Yes, you can respond to that.",ANS,,,,ANS,,,,ANS,,,
149,TRUMP,"It’s just words, folks.",S,,PER; REB,,S,,PER; REB,,S,,PER; REB,
150,TRUMP,It’s just words.,S,,REB,,S,,REB,,S,,REB,
151,TRUMP,"Those words, I’ve been hearing them for many years.",S,,REB,,S,,REB,,S,,REB,
152,TRUMP,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.",S; CH; HS,,PER; ATTR; REB,,S; CH; HS,,PER; ATTR; REB,,S; CH; HS,,PER; ATTR; REB,
153,TRUMP,"I’ve heard them where Hillary is constantly talking about the inner cities of our country, which are a disaster education-wise, job-wise, safety-wise, in every way possible.",S-Inform; CH,,AF; ATTR; REB; SE,,S-Inform; CH,,AF; ATTR; REB; SE,,S-Inform; CH,,AF; ATTR; REB; SE,
154,TRUMP,I’m going to help the African-Americans.,S,,IT; RB,,S,,IT; RB,,S,,IT; RB,
155,TRUMP,"I’m going to help the Latinos, Hispanics.",S,,IT; RB,,S,,IT; RB,,S,,IT; RB,
156,TRUMP,I am going to help the inner cities.,S,,IT,,S,,IT,,S,,IT,
157,TRUMP,She’s done a terrible job for the African-Americans.,S; CH,,PER; ATTR; REB; RB,,S; CH,,PER; ATTR; REB; RB,,S; CH,,PER; ATTR; REB; RB,
158,TRUMP,"She wants their vote, and she does nothing, and then she comes back four years later.",S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,
159,TRUMP,We saw that firsthand when she was a United States senator.,S; HS,,ATTR; REB; SE,,S; HS,,ATTR; REB; SE,,S; HS,,ATTR; REB; SE,
160,TRUMP,She campaigned where the primary part of her campaign…,S; HS,,,,S; HS,,,,S; HS,,,
161,RADDATZ,Mr.,TT,,,,TT,,,,TT,,,
162,RADDATZ,"Trump, Mr.",TT,,,,TT,,,,TT,,,
163,RADDATZ,Trump—I want to get to audience questions and online questions.,TT; MS,,,,TT; MS,,,,TT; MS,,,
164,TRUMP,"So, she’s allowed to do that, but I’m not allowed to respond?",YNQ; T-REQ,,REB; CB,,YNQ; T-REQ,,REB; CB,,YNQ; T-REQ,,REB; CB,
165,RADDATZ,You’re going to have—you’re going to get to respond right now.,S; TG,,,,S; TG,,,,S; TG,,,
166,TRUMP,Sounds fair.,S; ACK,,,,S; ACK,,,,S; ACK,,,
167,RADDATZ,This tape is generating intense interest.,S,,,,S,,,,S,,,
168,RADDATZ,"In just 48 hours, it’s become the single most talked about story of the entire 2016 election on Facebook, with millions and millions of people discussing it on the social network.",S-Inform,,,,S-Inform,,,,S-Inform,,,
169,RADDATZ,"As we said a moment ago, we do want to bring in questions from voters around country via social media, and our first stays on this topic.",S,,,,S,,,,S,,,
170,RADDATZ,"Jeff from Ohio asks on Facebook, “Trump says the campaign has changed him.",S,,,,S,,,,S,,,
171,RADDATZ,When did that happen?,Q-W,,,,Q-W,,,,Q-W,,,
172,RADDATZ,"” So, Mr.",S,,,,S,,,,S,,,
173,RADDATZ,"Trump, let me add to that.",TT; MS,,,,TT; MS,,,,TT; MS,,,
174,RADDATZ,"When you walked off that bus at age 59, were you a different man or did that behavior continue until just recently?",YNQ,,BQ,,YNQ,,BQ,,YNQ,,BQ,
175,RADDATZ,And you have two minutes for this.,S,,,,S,,,,S,,,
176,TRUMP,"It was locker room talk, as I told you.",S; EXPL,,DF,,S; EXPL,,DF,,S; EXPL,,DF,
177,TRUMP,That was locker room talk.,S,,DF,,S,,DF,,S,,DF,
178,TRUMP,I’m not proud of it.,S,,IP,,S,,IP,,S,,IP,
179,TRUMP,"I am a person who has great respect for people, for my family, for the people of this country.",S,,AP; IP,,S,,AP; IP,,S,,AP; IP,
180,TRUMP,"And certainly, I’m not proud of it.",S,,IP,,S,,IP,,S,,IP,
181,TRUMP,But that was something that happened.,S,,DF,,S,,DF,,S,,DF,
182,TRUMP,"If you look at Bill Clinton, far worse.",S,,DF; PER; ATTR,,S,,DF; PER; ATTR,,S,,DF; PER; ATTR,
183,TRUMP,"Mine are words, and his was action.",S,,DF; PER; CB,,S,,DF; PER; CB,,S,,DF; PER; CB,
184,TRUMP,His was what he’s done to women.,S,,PER; ATTR,,S,,PER; ATTR,,S,,PER; ATTR,
185,TRUMP,There’s never been anybody in the history of politics in this nation that’s been so abusive to women.,S,,PER; CB,,S,,PER; CB,,S,,PER; CB,
186,TRUMP,"So you can say any way you want to say it, but Bill Clinton was abusive to women.",S,,PER; ATTR,,S,,PER; ATTR,,S,,PER; ATTR,
187,TRUMP,Hillary Clinton attacked those same women and attacked them viciously.,S,,PER; ATTR,,S,,PER; ATTR,,S,,PER; ATTR,
188,TRUMP,Four of them here tonight.,S,,,,S,,,,S,,,
189,TRUMP,"One of the women, who is a wonderful woman, at 12 years old, was raped at 12.",S; S-Inform,,AE,,S; S-Inform,,AE,,S; S-Inform,,AE,
190,TRUMP,"Her client she represented got him off, and she’s seen laughing on two separate occasions, laughing at the girl who was raped.",S,,AE; PER; ATTR,,S,,AE; PER; ATTR,,S,,AE; PER; ATTR,
191,TRUMP,"Kathy Shelton, that young woman is here with us tonight.",S,,AE,,S,,AE,,S,,AE,
192,TRUMP,So don’t tell me about words.,IAFA,,DF; AEX,,IAFA,,DF; AEX,,IAFA,,DF; AEX,
193,TRUMP,I am absolutely—I apologize for those words.,APO; CORR,,,,APO; CORR,,,,APO; CORR,,,
194,TRUMP,But it is things that people say.,S,,,,S,,,,S,,,
195,TRUMP,"But what President Clinton did, he was impeached, he lost his license to practice law.",S-Inform; HS,,PER; ATTR,,S-Inform; HS,,PER; ATTR,,S-Inform; HS,,PER; ATTR,
196,TRUMP,"He had to pay an $850,000 fine to one of the women.",S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
197,TRUMP,"Paula Jones, who’s also here tonight.",S,,,,S,,,,S,,,
198,TRUMP,"And I will tell you that when Hillary brings up a point like that and she talks about words that I said 11 years ago, I think it’s disgraceful, and I think she should be ashamed of herself, if you want to know the truth.",S; CH,,PER; IP; REB,,S; CH,,PER; IP; REB,,S; CH,,PER; IP; REB,
199,RADDATZ,Can we please hold the applause?,YNQ; IAFA,,,,YNQ; IAFA,,,,YNQ; IAFA,,,
200,RADDATZ,"Secretary Clinton, you have two minutes.",S; TG,,,,S; TG,,,,S; TG,,,
201,CLINTON,"Well, first, let me start by saying that so much of what he’s just said is not right, but he gets to run his campaign any way he chooses.",S; DIS; CH; TT,,REB,,S; DIS; CH; TT,,REB,,S; DIS; CH; TT,,REB,
202,CLINTON,He gets to decide what he wants to talk about.,S,,REB,,S,,REB,,S,,REB,
203,CLINTON,"Instead of answering people’s questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that’s his choice.",S; CH,,ATTR; REB; IA,,S; CH,,ATTR; REB; IA,,S; CH,,ATTR; REB; IA,
204,CLINTON,"When I hear something like that, I am reminded of what my friend, Michelle Obama, advised us all: When they go low, you go high.",S; HS,,AE,,S; HS,,AE,,S; HS,,AE,
205,CLINTON,"And, look, if this were just about one video, maybe what he’s saying tonight would be understandable, but everyone can draw their own conclusions at this point about whether or not the man in the video or the man on the stage respects women.",S; CH,,PER; REB; CB,,S; CH,,PER; REB; CB,,S; CH,,PER; REB; CB,
206,CLINTON,But he never apologizes for anything to anyone.,S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,
207,CLINTON,He never apologized to Mr.,S,,PER; ATTR,,S,,PER; ATTR,,S,,PER; ATTR,
208,CLINTON,and Mrs.,S,,,,S,,,,S,,,
209,CLINTON,"Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq.",S-Inform; HS,,AE,,S-Inform; HS,,AE,,S-Inform; HS,,AE,
210,CLINTON,And Donald insulted and attacked them for weeks over their religion.,S; CH,,PER; ATTR; REB; CBias,,S; CH,,PER; ATTR; REB; CBias,,S; CH,,PER; ATTR; REB; CBias,
211,CLINTON,"He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn’t be trusted to be a judge because his parents were, quote, “Mexican.",S-Inform; CH,,PER; ATTR; REB; RB; CBias,,S-Inform; CH,,PER; ATTR; REB; RB; CBias,,S-Inform; CH,,PER; ATTR; REB; RB; CBias,
212,CLINTON,” He never apologized to the reporter that he mimicked and mocked on national television and our children were watching.,S; CH,,AE; PER; ATTR; REB,,S; CH,,AE; PER; ATTR; REB,,S; CH,,AE; PER; ATTR; REB,
213,CLINTON,And he never apologized for the racist lie that President Obama was not born in the United States of America.,S; CH,,PER; ATTR; REB; RB,,S; CH,,PER; ATTR; REB; RB,,S; CH,,PER; ATTR; REB; RB,
214,CLINTON,"He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words.",S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,
215,TRUMP,"Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal—he’s another real winner that you have—and he’s the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that.",S; CH,,PER; ATTR; AEX; REB,,S; CH,,PER; ATTR; AEX; REB,,S; CH,,PER; ATTR; AEX; REB,
216,TRUMP,So you really owe him an apology.,S,,PER; ATTR; REB,,S,,PER; ATTR; REB,,S,,PER; ATTR; REB,
217,TRUMP,"You’re the one that sent the pictures around your campaign, sent the pictures around with President Obama in a certain garb.",S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,
218,TRUMP,"That was long before I was ever involved, so you actually owe an apology.",S,,PER; ATTR; REB,,S,,PER; ATTR; REB,,S,,PER; ATTR; REB,
219,TRUMP,"Number two, Michelle Obama.",S,,,,S,,,,S,,,
220,TRUMP,I’ve gotten to see the commercials that they did on you.,S,,,,S,,,,S,,,
