unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
32,OBAMA,"Governor Romney has a perspective that says if we cut taxes, skewed towards the wealthy, and roll back regulations, that we’ll be better off.",S,,REB; CB,,S,,REB; CB,,S,,REB; CB,
33,OBAMA,I’ve got a different view.,S; DIS,,IP; REB,,S; DIS,,IP; REB,,S; DIS,,IP; REB,
34,OBAMA,I think we’ve got to invest in education and training.,S,,IP,,S,,IP,,S,,IP,
35,OBAMA,"I think it’s important for us to develop new sources of energy here in America, that we change our tax code to make sure that we’re helping small businesses and companies that are investing here in the United States, that we take some of the money that we’re saving as we wind down two wars to rebuild America and that we reduce our deficit in a balanced way that allows us to make these critical investments.",S; S-Inform,,IP,,S; S-Inform,,IP,,S; S-Inform,,IP,
36,OBAMA,"Now, it ultimately is going to be up to the voters — to you — which path we should take.",S,,,,S,,,,S,,,
37,OBAMA,Are we going to double on top-down economic policies that helped to get us into this mess or do we embrace a new economic patriotism that says America does best when the middle class does best?,YNQ; Q-RHET,,AE; AP; CB,,YNQ; Q-RHET,,AE; AP; CB,,YNQ; Q-RHET,,AE; AP; CB,
38,OBAMA,And I’m looking forward to having that debate.,S,,IP,,S,,IP,,S,,IP,
39,LEHRER,"Governor Romney, two minutes.",TG,,,,TG,,,,TG,,,
40,ROMNEY,"Thank you, Jim.",THK,,,,THK,,,,THK,,,
41,ROMNEY,"It’s an honor to be here with you, and I appreciate the chance to be with the president.",S; THK,,,,S; THK,,,,S; THK,,,
42,ROMNEY,"I’m pleased to be at the University of Denver, appreciate their welcome, and also the Presidential Commission on these debates.",S; THK,,,,S; THK,,,,S; THK,,,
43,ROMNEY,"And congratulations to you, Mr.",GR,,,,GR,,,,GR,,,
44,ROMNEY,"President, on your anniversary.",GR,,,,GR,,,,GR,,,
45,ROMNEY,"I’m sure this was the most romantic place you could imagine, here — here with me.",S,,,,S,,,,S,,,
46,ROMNEY,So I… Congratulations.,GR,,,,GR,,,,GR,,,
47,ROMNEY,This is obviously a very tender topic.,S,,,,S,,,,S,,,
48,ROMNEY,I’ve had the occasion over the last couple of years of meeting people across the country.,S,,,,S,,,,S,,,
49,ROMNEY,"I was in Dayton, Ohio, and a woman grabbed my arm and she said, “I’ve been out of work since May.",S; HS,,AE,,S; HS,,AE,,S; HS,,AE,
50,ROMNEY,Can you help me?,YNQ,,AE,,YNQ,,AE,,YNQ,,AE,
51,ROMNEY,"” Ann yesterday was at a rally in Denver and a woman came up to her with a baby in her arms and said, “Ann, my husband has had four jobs in three years, part-time jobs.",S; HS,,AE,,S; HS,,AE,,S; HS,,AE,
52,ROMNEY,He’s lost his most recent job and we’ve now just lost our home.,S,,AE,,S,,AE,,S,,AE,
53,ROMNEY,Can you help us?,YNQ,,AE,,YNQ,,AE,,YNQ,,AE,
54,ROMNEY,"” And the answer is, yes, we can help, but it’s going to take a different path.",S; ANS,,IP,,S; ANS,,IP,,S; ANS,,IP,
55,ROMNEY,"Not the one we’ve been on, not the one the president describes as a top-down, cut taxes for the rich.",S; CH,,PB; REB,,S; CH,,PB; REB,,S; CH,,PB; REB,
56,ROMNEY,That’s not what I’m going to do.,S,,IP,,S,,IP,,S,,IP,
57,ROMNEY,My plan has five basic parts.,S,,,,S,,,,S,,,
58,ROMNEY,"One, get us energy independent, North American energy independent.",S,,IT,,S,,IT,,S,,IT,
59,ROMNEY,That creates about 4 million jobs.,S-Inform,,IT; SE,,S-Inform,,IT; SE,,S-Inform,,IT; SE,
60,ROMNEY,"Number two, open up more trade, particularly in Latin America.",IAFA,,,,IAFA,,,,IAFA,,,
61,ROMNEY,"Crack down on China, if and when they cheat.",IAFA,,PB,,IAFA,,PB,,IAFA,,PB,
62,ROMNEY,"Number three, make sure our people have the skills they need to succeed and the best schools in the world.",IAFA,,,,IAFA,,,,IAFA,,,
63,ROMNEY,We’re far away from that now.,S,,,,S,,,,S,,,
64,ROMNEY,"Number four, get to us a balanced budget.",IAFA,,,,IAFA,,,,IAFA,,,
65,ROMNEY,"Number five, champion small business.",IAFA,,,,IAFA,,,,IAFA,,,
66,ROMNEY,"It’s small business that creates the jobs in America, and over the last four years, small business people have decided that America may not be the place to open a new business because new business startups are down to a 30-year low.",S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
67,ROMNEY,"Now, I’m concerned that the path that we’re on has just been unsuccessful.",S; IAFA,,SE,,S; IAFA,,SE,,S; IAFA,,SE,
68,ROMNEY,"The president has a view very similar to the view he had when he ran four years, that a bigger government, spending more, taxing more, regulating more — if you will, trickle-down government — would work.",S; CH,,PER; REB; CB,,S; CH,,PER; REB; CB,,S; CH,,PER; REB; CB,
69,ROMNEY,That’s not the right answer for America.,S; REJ,,REB,,S; REJ,,REB,,S; REJ,,REB,
70,ROMNEY,I’ll restore the vitality that gets America working again.,S,,AP; IT; IP,,S,,AP; IT; IP,,S,,AP; IT; IP,
71,ROMNEY,Thank you.,THK,,,,THK,,,,THK,,,
72,LEHRER,Mr.,S,,,,S,,,,S,,,
73,LEHRER,"President, please respond directly to what the governor just said about trickle-down — his trick-down approach, as he said yours is.",IAFA,,,,IAFA,,,,IAFA,,,
74,OBAMA,"Well, let me talk specifically about what I think we need to do.",S; TT,,IP,,S; TT,,IP,,S; TT,,IP,
75,OBAMA,"First, we’ve got to improve our education system and we’ve made enormous progress drawing on ideas both from Democrats and Republicans that are already starting to show gains in some of the toughest to deal with schools.",S; S-Inform,,UF; IT,,S; S-Inform,,UF; IT,,S; S-Inform,,UF; IT,
76,OBAMA,"We’ve got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers.",S-Inform,,IT; SE,,S-Inform,,IT; SE,,S-Inform,,IT; SE,
77,OBAMA,"So now I want to hire another 100,000 new math and science teachers, and create 2 million more slots in our community colleges so that people can get trained for the jobs that are out there right now.",S; S-Inform,,IT; IP,,S; S-Inform,,IT; IP,,S; S-Inform,,IT; IP,
78,OBAMA,And I want to make sure that we keep tuition low for our young people.,S,,IP,,S,,IP,,S,,IP,
79,OBAMA,"When it comes to our tax code, Governor Romney and I both agree that our corporate tax rate is too high, so I want to lower it, particularly for manufacturing, taking it down to 25 percent.",S; S-Inform,,IT; IP,,S; S-Inform,,IT; IP,,S; S-Inform,,IT; IP,
80,OBAMA,But I also want to close those loopholes that are giving incentives for companies that are shipping jobs overseas.,S,,IP,,S,,IP,,S,,IP,
81,OBAMA,I want to provide tax breaks for companies that are investing here in the United States.,S,,IP,,S,,IP,,S,,IP,
82,OBAMA,"On energy, Governor Romney and I, we both agree that we’ve got to boost American energy production, and oil and natural gas production are higher than they’ve been in years.",S-Inform; AGR,,UF,,S-Inform; AGR,,UF,,S-Inform; AGR,,UF,
83,OBAMA,"But I also believe that we’ve got to look at the energy sources of the future, like wind and solar and biofuels, and make those investments.",S,,IP,,S,,IP,,S,,IP,
84,OBAMA,So all of this is possible.,S,,,,S,,,,S,,,
85,OBAMA,"Now, in order for us to do it, we do have to close our deficit, and one of the things I’m sure we’ll be discussing tonight is, how do we deal with our tax code?",Q-W; S,,IP,,Q-W; S,,IP,,Q-W; S,,IP,
86,OBAMA,"And how do we make sure that we are reducing spending in a responsible way, but also, how do we have enough revenue to make those investments?",Q-W,,,,Q-W,,,,Q-W,,,
87,OBAMA,"And this is where there’s a difference, because Governor Romney’s central economic plan calls for a $5 trillion tax cut — on top of the extension of the Bush tax cuts — that’s another trillion dollars — and $2 trillion in additional military spending that the military hasn’t asked for.",S-Inform; CH,,ATTR; REB; SE,,S-Inform; CH,,ATTR; REB; SE,,S-Inform; CH,,ATTR; REB; SE,
88,OBAMA,That’s $8 trillion.,S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
89,OBAMA,"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.",Q-W; S,,AE; IP,,Q-W; S,,AE; IP,,Q-W; S,,AE; IP,
90,LEHRER,"Both of you have spoken about a lot of different things, and we’re going to try to get through them in as specific a way as we possibly can.",S; MS,,,,S; MS,,,,S; MS,,,
91,LEHRER,"But, first, Governor Romney, do you have a question that you’d like to ask the president directly about something he just said?",YNQ; TG,,,,YNQ; TG,,,,YNQ; TG,,,
92,ROMNEY,"Well, sure.",ANS,,,,ANS,,,,ANS,,,
93,ROMNEY,I’d like to clear up the record and go through it piece by piece.,S; CORR; TT,,IP,,S; CORR; TT,,IP,,S; CORR; TT,,IP,
94,ROMNEY,"First of all, I don’t have a $5 trillion tax cut.",S; CH,,REB,,S; CH,,REB,,S; CH,,REB,
95,ROMNEY,I don’t have a tax cut of a scale that you’re talking about.,S; CH,,REB,,S; CH,,REB,,S; CH,,REB,
96,ROMNEY,My view is that we ought to provide tax relief to people in the middle class.,S,,IP,,S,,IP,,S,,IP,
97,ROMNEY,But I’m not going to reduce the share of taxes paid by high-income people.,S,,IP,,S,,IP,,S,,IP,
98,ROMNEY,High-income people are doing just fine in this economy.,S,,,,S,,,,S,,,
99,ROMNEY,They’ll do fine whether you’re president or I am.,S,,,,S,,,,S,,,
100,ROMNEY,The people who are having the hard time right now are middle- income Americans.,S,,AE,,S,,AE,,S,,AE,
101,ROMNEY,"Under the president’s policies, middle-income Americans have been buried.",S,,AF; ATTR,,S,,AF; ATTR,,S,,AF; ATTR,
102,ROMNEY,They’re just being crushed.,S,,AF; AE,,S,,AF; AE,,S,,AF; AE,
103,ROMNEY,"Middle- income Americans have seen their income come down by $4,300.",S-Inform,,ATTR; SE,,S-Inform,,ATTR; SE,,S-Inform,,ATTR; SE,
104,ROMNEY,This is a — this is a tax in and of itself.,S,,CB,,S,,CB,,S,,CB,
105,ROMNEY,I’ll call it the economy tax.,S,,CB,,S,,CB,,S,,CB,
106,ROMNEY,It’s been crushing.,S,,AF,,S,,AF,,S,,AF,
107,ROMNEY,"At the same time, gasoline prices have doubled under the president.",S-Inform,,ATTR; SE,,S-Inform,,ATTR; SE,,S-Inform,,ATTR; SE,
108,ROMNEY,Electric rates are up.,S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
109,ROMNEY,Food prices are up.,S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
110,ROMNEY,"Health care costs have gone up by $2,500 a family.",S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
111,ROMNEY,Middle-income families are being crushed.,S,,AE,,S,,AE,,S,,AE,
112,ROMNEY,And so the question is how to get them going again.,S,,,,S,,,,S,,,
113,ROMNEY,And I’ve described it.,S,,IT,,S,,IT,,S,,IT,
114,ROMNEY,"It’s energy and trade, the right kind of training programs, balancing our budget and helping small business.",S,,,,S,,,,S,,,
115,ROMNEY,Those are the — the cornerstones of my plan.,S,,IT,,S,,IT,,S,,IT,
116,ROMNEY,But the president mentioned a couple of other ideas I’ll just note.,S; MS,,,,S; MS,,,,S; MS,,,
117,ROMNEY,"First, education.",S,,,,S,,,,S,,,
118,ROMNEY,"I agree: Education is key, particularly the future of our economy.",S; AGR,,IP,,S; AGR,,IP,,S; AGR,,IP,
119,ROMNEY,"But our training programs right now, we’ve got 47 of them, housed in the federal government, reporting to eight different agencies.",S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
120,ROMNEY,Overhead is overwhelming.,S,,,,S,,,,S,,,
121,ROMNEY,We’ve got to get those dollars back to the states and go to the workers so they can create their own pathways to get in the training they need for jobs that will really help them.,S,,UF; IP,,S,,UF; IP,,S,,UF; IP,
122,ROMNEY,"The second area, taxation, we agree, we ought to bring the tax rates down.",S; AGR,,IP,,S; AGR,,IP,,S; AGR,,IP,
123,ROMNEY,"And I do, both for corporations and for individuals.",S,,IP,,S,,IP,,S,,IP,
124,ROMNEY,"But in order for us not to lose revenue, have the government run out of money, I also lower deductions and credits and exemptions, so that we keep taking in the same money when you also account for growth.",S-Inform,,IT; IP,,S-Inform,,IT; IP,,S-Inform,,IT; IP,
125,ROMNEY,"The third area, energy.",S,,,,S,,,,S,,,
126,ROMNEY,"Energy is critical, and the president pointed out correctly that production of oil and gas in the U.",S,,SE,,S,,SE,,S,,SE,
127,ROMNEY,is up.,S,,,,S,,,,S,,,
128,ROMNEY,But not due to his policies.,S; CH,,ATTR; REB,,S; CH,,ATTR; REB,,S; CH,,ATTR; REB,
129,ROMNEY,In spite of his policies.,S; CH,,ATTR; REB,,S; CH,,ATTR; REB,,S; CH,,ATTR; REB,
130,ROMNEY,Mr.,S,,,,S,,,,S,,,
131,ROMNEY,"President, all of the increase in natural gas and oil has happened on private land, not on government land.",S-Inform; CH,,REB; SE,,S-Inform; CH,,REB; SE,,S-Inform; CH,,REB; SE,
132,ROMNEY,"On government land, your administration has cut the number of permits and licenses in half.",S-Inform; CH,,ATTR; REB; SE,,S-Inform; CH,,ATTR; REB; SE,,S-Inform; CH,,ATTR; REB; SE,
133,ROMNEY,"If I’m president, I’ll double them, and also get the — the oil from offshore and Alaska.",S,,IT,,S,,IT,,S,,IT,
134,ROMNEY,And I’ll bring that pipeline in from Canada.,S,,IT,,S,,IT,,S,,IT,
135,ROMNEY,"And, by the way, I like coal.",S,,IP,,S,,IP,,S,,IP,
136,ROMNEY,I’m going to make sure we can continue to burn clean coal.,S,,IT,,S,,IT,,S,,IT,
137,ROMNEY,People in the coal industry feel like it’s getting crushed by your policies.,S,,ATTR; REB,,S,,ATTR; REB,,S,,ATTR; REB,
138,ROMNEY,I want to get America and North America energy independent so we can create those jobs.,S,,IP,,S,,IP,,S,,IP,
139,ROMNEY,"And finally, with regards to that tax cut, look, I’m not looking to cut massive taxes and to reduce the — the revenues going to the government.",S,,IP,,S,,IP,,S,,IP,
140,ROMNEY,"My — my number-one principal is, there will be no tax cut that adds to the deficit.",S,,IP,,S,,IP,,S,,IP,
141,ROMNEY,I want to underline that: no tax cut that adds to the deficit.,S; MS,,,,S; MS,,,,S; MS,,,
142,ROMNEY,But I do want to reduce the burden being paid by middle-income Americans.,S,,IP,,S,,IP,,S,,IP,
143,ROMNEY,"And I — and to do that, that also means I cannot reduce the burden paid by high-income Americans.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
144,ROMNEY,So any — any language to the contrary is simply not accurate.,S; CH,,REB,,S; CH,,REB,,S; CH,,REB,
145,ROMNEY,LEHRER: Mr.,TG,,,,TG,,,,TG,,,
146,ROMNEY,President?,TG,,,,TG,,,,TG,,,
147,OBAMA,"Well, I think — let’s talk about taxes, because I think it’s instructive.",TT; MS,,IP,,TT; MS,,IP,,TT; MS,,IP,
148,OBAMA,"Now, four years ago, when I stood on this stage, I said that I would cut taxes for middle-class families.",S; HS,,IT,,S; HS,,IT,,S; HS,,IT,
149,OBAMA,And that’s exactly what I did.,S,,IT,,S,,IT,,S,,IT,
150,OBAMA,"We cut taxes for middle-class families by about $3,600.",S-Inform,,IT,,S-Inform,,IT,,S-Inform,,IT,
151,OBAMA,"And the reason is, because I believe that we do best when the middle class is doing well.",S; EXPL,,IP,,S; EXPL,,IP,,S; EXPL,,IP,
152,OBAMA,"And by giving them those tax cuts, they had a little more money in their pocket, and so maybe they can buy a new car.",S; EXPL,,IT,,S; EXPL,,IT,,S; EXPL,,IT,
153,OBAMA,They are certainly in a better position to weather the extraordinary recession that we went through.,S,,IT,,S,,IT,,S,,IT,
154,OBAMA,"They can buy a computer for their kid who’s going off to college, which means they’re spending more money, businesses have more customers, businesses make more profits, and then hire more workers.",S,,IT,,S,,IT,,S,,IT,
155,OBAMA,"Now, Governor Romney’s proposal that he has been promoting for 18 months calls for a $5 trillion tax cut, on top of $2 trillion of additional spending for our military.",S-Inform,,REB; SE,,S-Inform,,REB; SE,,S-Inform,,REB; SE,
156,OBAMA,And he is saying that he is going to pay for it by closing loopholes and deductions.,S,,REB,,S,,REB,,S,,REB,
157,OBAMA,"The problem is that he’s been asked over 100 times how you would close those deductions and loopholes, and he hasn’t been able to identify them.",S; CH,,ATTR; REB,,S; CH,,ATTR; REB,,S; CH,,ATTR; REB,
158,OBAMA,"But I’m going to make an important point here, Jim.",TT; MS,,,,TT; MS,,,,TT; MS,,,
159,LEHRER,All right.,ACK,,,,ACK,,,,ACK,,,
160,OBAMA,"When you add up all the loopholes and deductions that upper-income individuals can — are currently taking advantage of, you take those all away, you don’t come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending.",S-Inform,,REB; SE,,S-Inform,,REB; SE,,S-Inform,,REB; SE,
161,OBAMA,And that’s why independent studies looking at this said the only way to meet Governor Romney’s pledge of not reducing the deficit or — or — or not adding to the deficit is by burdening middle-class families.,S; CH,,ATTR; REB; SE,,S; CH,,ATTR; REB; SE,,S; CH,,ATTR; REB; SE,
162,OBAMA,"The average middle-class family with children would pay about $2,000 more.",S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
163,OBAMA,"Now, that’s not my analysis.",S,,,,S,,,,S,,,
164,OBAMA,That’s the analysis of economists who have looked at this.,S; EXPL,,SE,,S; EXPL,,SE,,S; EXPL,,SE,
165,OBAMA,"And — and that kind of top — top-down economics, where folks at the top are doing well, so the average person making $3 million is getting a $250,000 tax break, while middle-class families are burdened further, that’s not what I believe is a recipe for economic growth.",S; IAFA; EXPL,,IP; ATTR; REB,,S; IAFA; EXPL,,IP; ATTR; REB,,S; IAFA; EXPL,,IP; ATTR; REB,
166,LEHRER,All right.,ACK,,,,ACK,,,,ACK,,,
167,LEHRER,What is the difference?,Q-W,,,,Q-W,,,,Q-W,,,
168,LEHRER,Let’s just stay on taxes.,IAFA; MS,,,,IAFA; MS,,,,IAFA; MS,,,
169,LEHRER,Just — let’s just stay on taxes for .,IAFA; MS,,,,IAFA; MS,,,,IAFA; MS,,,
170,LEHRER,What is the difference…,Q-W; OQ,,,,Q-W; OQ,,,,Q-W; OQ,,,
171,ROMNEY,"Well, but — but virtually — virtually everything he just said about my tax plan is inaccurate.",S; DIS; CH,,ATTR; REB,,S; DIS; CH,,ATTR; REB,,S; DIS; CH,,ATTR; REB,
172,LEHRER,All right.,ACK,,,,ACK,,,,ACK,,,
173,ROMNEY,"So if the tax plan he described were a tax plan I was asked to support, I’d say absolutely not.",S; REJ,,IP; REB,,S; REJ,,IP; REB,,S; REJ,,IP; REB,
174,ROMNEY,I’m not looking for a $5 trillion tax cut.,S,,IP,,S,,IP,,S,,IP,
175,ROMNEY,What I’ve said is I won’t put in place a tax cut that adds to the deficit.,S,,IP,,S,,IP,,S,,IP,
176,ROMNEY,That’s part one.,S,,,,S,,,,S,,,
177,ROMNEY,So there’s no economist that can say Mitt Romney’s tax plan adds $5 trillion if I say I will not add to the deficit with my tax plan.,S; S-Inform; CH,,IP; REB,,S; S-Inform; CH,,IP; REB,,S; S-Inform; CH,,IP; REB,
178,ROMNEY,"Number two, I will not reduce the share paid by high-income individuals.",S,,IP,,S,,IP,,S,,IP,
179,ROMNEY,"I know that you and your running mate keep saying that and I know it’s a popular thing to say with a lot of people, but it’s just not the case.",S; DIS; CH,,ATTR; REB,,S; DIS; CH,,ATTR; REB,,S; DIS; CH,,ATTR; REB,
180,ROMNEY,"Look, I’ve got five boys.",S; IAFA,,AE,,S; IAFA,,AE,,S; IAFA,,AE,
181,ROMNEY,"I’m used to people saying something that’s not always true, but just keep on repeating it and ultimately hoping I’ll believe it.",S; CH,,PER; REB,,S; CH,,PER; REB,,S; CH,,PER; REB,
182,ROMNEY,But that — that is not the case.,S; REJ,,REB,,S; REJ,,REB,,S; REJ,,REB,
183,ROMNEY,All right?,Q-RHET,,,,Q-RHET,,,,Q-RHET,,,
184,ROMNEY,I will not reduce the taxes paid by high-income Americans.,S,,IP,,S,,IP,,S,,IP,
185,ROMNEY,"And number three, I will not under any circumstances raise taxes on middle-income families.",S,,IP,,S,,IP,,S,,IP,
186,ROMNEY,I will lower taxes on middle-income families.,S,,IT; IP,,S,,IT; IP,,S,,IT; IP,
187,ROMNEY,"Now, you cite a study.",S; MS,,REB,,S; MS,,REB,,S; MS,,REB,
188,ROMNEY,There are six other studies that looked at the study you describe and say it’s completely wrong.,S-Inform; CH,,REB; SE,,S-Inform; CH,,REB; SE,,S-Inform; CH,,REB; SE,
189,ROMNEY,"I saw a study that came out today that said you’re going to raise taxes by $3,000 to $4,000 on middle-income families.",S-Inform; CH,,REB; SE,,S-Inform; CH,,REB; SE,,S-Inform; CH,,REB; SE,
190,ROMNEY,There are all these studies out there.,S,,,,S,,,,S,,,
191,ROMNEY,But let’s get at the bottom line.,IAFA; MS,,DF,,IAFA; MS,,DF,,IAFA; MS,,DF,
192,ROMNEY,"That is, I want to bring down rates.",S; IAFA,,,,S; IAFA,,,,S; IAFA,,,
193,ROMNEY,"I want to bring the rates down, at the same time lower deductions and exemptions and credits and so forth, so we keep getting the revenue we need.",S,,IT; IP,,S,,IT; IP,,S,,IT; IP,
194,ROMNEY,"And you’d think, well, then why lower the rates?",Q-RHET,,,,Q-RHET,,,,Q-RHET,,,
195,ROMNEY,"And the reason is because small business pays that individual rate; 54 percent of America’s workers work in businesses that are taxed not at the corporate tax rate, but at the individual tax rate.",S-Inform; EXPL,,SE,,S-Inform; EXPL,,SE,,S-Inform; EXPL,,SE,
196,ROMNEY,"And if we lower that rate, they will be able to hire more people.",S,,CB,,S,,CB,,S,,CB,
197,ROMNEY,"For me, this is about jobs.",S,,IP,,S,,IP,,S,,IP,
198,ROMNEY,This is about getting jobs for the American people.,S,,AE,,S,,AE,,S,,AE,
199,LEHRER,That’s where we started.,S,,,,S,,,,S,,,
200,LEHRER,Yeah.,ACK,,,,ACK,,,,ACK,,,
201,LEHRER,Do you challenge what the governor just said about his own plan?,YNQ,,,,YNQ,,,,YNQ,,,
202,OBAMA,"Well, for 18 months he’s been running on this tax plan.",S; REJ,,ATTR; REB,,S; REJ,,ATTR; REB,,S; REJ,,ATTR; REB,
203,OBAMA,"And now, five weeks before the election, he’s saying that his big, bold idea is, “Never mind.",S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,,S; CH,,PER; ATTR; REB,
204,OBAMA,"” And the fact is that if you are lowering the rates the way you described, Governor, then it is not possible to come up with enough deductions and loopholes that only affect high-income individuals to avoid either raising the deficit or burdening the middle class.",S; EXPL; CH,,REB; CB,,S; EXPL; CH,,REB; CB,,S; EXPL; CH,,REB; CB,
205,OBAMA,It’s — it’s math.,S,,REB,,S,,REB,,S,,REB,
206,OBAMA,It’s arithmetic.,S,,REB,,S,,REB,,S,,REB,
207,OBAMA,"Now, Governor Romney and I do share a deep interest in encouraging small-business growth.",S,,UF,,S,,UF,,S,,UF,
208,OBAMA,"So at the same time that my tax plan has already lowered taxes for 98 percent of families, I also lowered taxes for small businesses 18 times.",S-Inform,,IT; SE,,S-Inform,,IT; SE,,S-Inform,,IT; SE,
209,OBAMA,And what I want to do is continue the tax rates — the tax cuts that we put into place for small businesses and families.,S,,IT; IP,,S,,IT; IP,,S,,IT; IP,
210,OBAMA,"But I have said that for incomes over $250,000 a year, that we should go back to the rates that we had when Bill Clinton was president, when we created 23 million new jobs, went from deficit to surplus, and created a whole lot of millionaires to boot.",S-Inform; IAFA-OF; HS,,IT; IP; SE,,S-Inform; IAFA-OF; HS,,IT; IP; SE,,S-Inform; IAFA-OF; HS,,IT; IP; SE,
