unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
33,ROMNEY,We have to make sure that we make it easier for kids to afford college.,S,,,,S,,,,S,,,
34,ROMNEY,"And also make sure that when they get out of college, there’s a job.",S,,,,S,,,,S,,,
35,ROMNEY,"When I was governor of Massachusetts, to get a high school degree, you had to pass an exam.",S,,,,S,,,,S,,,
36,ROMNEY,"If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it’s a public institution.",S,,,,S,,,,S,,,
37,ROMNEY,I want to make sure we keep our Pell grant program growing.,S,,,,S,,,,S,,,
38,ROMNEY,"We’re also going to have our loan program, so that people are able to afford school.",S,,,,S,,,,S,,,
39,ROMNEY,But the key thing is to make sure you can get a job when you get out of school.,S,,,,S,,,,S,,,
40,ROMNEY,"And what’s happened over the last four years has been very, very hard for America’s young people.",S,,APAT,,S,,APAT,,S,,APAT,
41,ROMNEY,I want you to be able to get a job.,S,,,,S,,,,S,,,
42,ROMNEY,I know what it takes to get this economy going.,S,,,,S,,,,S,,,
43,ROMNEY,"With half of college kids graduating this year without a college — excuse me, without a job.",IAFA; TT,,,,IAFA; TT,,,,IAFA; TT,,,
44,ROMNEY,"And without a college level job, that’s just unacceptable.",S,,,,S,,,,S,,,
45,ROMNEY,And likewise you’ve got more and more debt on your back.,S,,,,S,,,,S,,,
46,ROMNEY,So more debt and less jobs.,S,,,,S,,,,S,,,
47,ROMNEY,I’m going to change that.,S,,,,S,,,,S,,,
48,ROMNEY,I know what it takes to create good jobs again.,S,,,,S,,,,S,,,
49,ROMNEY,I know what it takes to make sure that you have the kind of opportunity you deserve.,S,,,,S,,,,S,,,
50,ROMNEY,"And kids across this country are going to recognize, we’re bringing back an economy.",S,,,,S,,,,S,,,
51,ROMNEY,It’s not going to be like the last four years.,S,,,,S,,,,S,,,
52,ROMNEY,"The middle-class has been crushed over the last four years, and jobs have been too scarce.",S,,,,S,,,,S,,,
53,ROMNEY,"I know what it takes to bring them back, and I’m going to do that, and make sure that when you graduate — when do you graduate?",,,,,,,,,,,,
54,QUESTION,2014.,S; HS; S-Inform,,,,S; HS; S-Inform,,,,S; HS; S-Inform,,,
55,ROMNEY,2014.,S; HS; S-Inform,,,,S; HS; S-Inform,,,,S; HS; S-Inform,,,
56,ROMNEY,"When you come out in 2014, I presume I’m going to be president.",S; HS; S-Inform,,,,S; HS; S-Inform,,,,S; HS; S-Inform,,,
57,ROMNEY,I’m going to make sure you get a job.,S,,,,S,,,,S,,,
58,ROMNEY,Thanks Jeremy.,S; THK,,,,S; THK,,,,S; THK,,,
59,ROMNEY,"Yeah, you bet.",S,,,,S,,,,S,,,
60,CROWLEY,Mr.,S,,,,S,,,,S,,,
61,CROWLEY,President?,,,,,,,,,,,,
62,OBAMA,"Jeremy, first of all, your future is bright.",S,,,,S,,,,S,,,
63,OBAMA,And the fact that you’re making an investment in higher education is critical.,S,,,,S,,,,S,,,
64,OBAMA,"Not just to you, but to the entire nation.",S,,,,S,,,,S,,,
65,OBAMA,"Now, the most important thing we can do is to make sure that we are creating jobs in this country.",S,,,,S,,,,S,,,
66,OBAMA,"But not just jobs, good paying jobs.",S,,,,S,,,,S,,,
67,OBAMA,Ones that can support a family.,S,,,,S,,,,S,,,
68,OBAMA,"And what I want to do, is build on the five million jobs that we’ve created over the last 30 months in the private sector alone.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
69,OBAMA,And there are a bunch of things we can do to make sure your future is bright.,S,,,,S,,,,S,,,
70,OBAMA,"Number one, I want to build manufacturing jobs in this country again.",S,,,,S,,,,S,,,
71,OBAMA,Now when Governor Romney said we should let Detroit go bankrupt.,S,,,,S,,,,S,,,
72,OBAMA,I said we’re going to bet on American workers and the American auto industry and it’s come surging back.,S,,APAT,,S,,APAT,,S,,APAT,
73,OBAMA,"I want to do that in industries, not just in Detroit, but all across the country and that means we change our tax code so we’re giving incentives to companies that are investing here in the United States and creating jobs here.",S,,UF,,S,,UF,,S,,UF,
74,OBAMA,It also means we’re helping them and small businesses to export all around the world to new markets.,S,,,,S,,,,S,,,
75,OBAMA,"Number two, we’ve got to make sure that we have the best education system in the world.",S,,,,S,,,,S,,,
76,OBAMA,"And the fact that you’re going to college is great, but I want everybody to get a great education and we’ve worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",S,,,,S,,,,S,,,
77,OBAMA,"Number three, we’ve got to control our own energy.",S,,,,S,,,,S,,,
78,OBAMA,"Now, not only oil and natural gas, which we’ve been investing in; but also, we’ve got to make sure we’re building the energy source of the future, not just thinking about next year, but ten years from now, 20 years from now.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
79,OBAMA,"That’s why we’ve invested in solar and wind and biofuels, energy efficient cars.",S,,,,S,,,,S,,,
80,OBAMA,"We’ve got to reduce our deficit, but we’ve got to do it in a balanced way.",S,,,,S,,,,S,,,
81,OBAMA,Asking the wealthy to pay a little bit more along with cuts so that we can invest in education like yours.,S,,,,S,,,,S,,,
82,OBAMA,"And let’s take the money that we’ve been spending on war over the last decade to rebuild America, roads, bridges schools.",S,,APAT,,S,,APAT,,S,,APAT,
83,OBAMA,"We do those things, not only is your future going to be bright but America’s future is going to bright as well.",S,,APAT,,S,,APAT,,S,,APAT,
84,CROWLEY,Let me ask you for more immediate answer and begin with Mr.,S,,,,S,,,,S,,,
85,CROWLEY,Romney just quickly what — what can you do?,,,,,,,,,,,,
86,CROWLEY,We’re looking at a situation where 40 percent of the unemployed have been unemployed have been unemployed for six months or more.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
87,CROWLEY,They don’t have the two years that Jeremy has.,S,,,,S,,,,S,,,
88,CROWLEY,What about those long term unemployed who need a job right now?,Q-W,,,,Q-W,,,,Q-W,,,
89,ROMNEY,Well what you’re seeing in this country is 23 million people struggling to find a job.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
90,ROMNEY,"And a lot of them, as you say, Candy, have been out of work for a long, long, long time.",S,,,,S,,,,S,,,
91,ROMNEY,The president’s policies have been exercised over the last four years and they haven’t put Americans back to work.,S,,,,S,,,,S,,,
92,ROMNEY,We have fewer people working today than we had when the president took office.,S,,,,S,,,,S,,,
93,ROMNEY,If the — the unemployment rate was 7.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
94,ROMNEY,"8 percent when he took office, it’s 7.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
95,ROMNEY,8 percent now.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
96,ROMNEY,"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
97,ROMNEY,7 percent.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
98,ROMNEY,We have not made the progress we need to make to put people back to work.,S,,,,S,,,,S,,,
99,ROMNEY,That’s why I put out a five-point plan that gets America 12 million new jobs in four years and rising take-home pay.,S; S-Inform,,APAT,,S; S-Inform,,APAT,,S; S-Inform,,APAT,
100,ROMNEY,It’s going to help Jeremy get a job when he comes out of school.,S,,,,S,,,,S,,,
101,ROMNEY,It’s going to help people across the country that are unemployed right now.,S,,,,S,,,,S,,,
102,ROMNEY,"And one thing that the president said, which I want to make sure that we understand, he said that I said we should take Detroit bankrupt.",S,,,,S,,,,S,,,
103,ROMNEY,And that’s right.,S,,,,S,,,,S,,,
104,ROMNEY,My plan was to have the company go through bankruptcy like 7-Eleven did and Macy’s and Condell Airlines and come out stronger.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
105,ROMNEY,"And I know he keeps saying, you want to take Detroit bankrupt.",S,,,,S,,,,S,,,
106,ROMNEY,"Well, the president took Detroit bankrupt.",S,,,,S,,,,S,,,
107,ROMNEY,You took General Motors bankrupt.,S,,,,S,,,,S,,,
108,ROMNEY,You took Chrysler bankrupt.,S,,,,S,,,,S,,,
109,ROMNEY,"So when you say that I wanted to take the auto industry bankrupt, you actually did.",S,,,,S,,,,S,,,
110,ROMNEY,"And I think it’s important to know that that was a process that was necessary to get those companies back on their feet, so they could start hiring more people.",S,,IP,,S,,IP,,S,,IP,
111,ROMNEY,That was precisely what I recommended and ultimately what happened.,S,,,,S,,,,S,,,
112,CROWLEY,Let me give the president a chance.,S,,,,S,,,,S,,,
113,CROWLEY,Go ahead.,IAFA,,,,IAFA,,,,IAFA,,,
114,CROWLEY,"OBAMA: Candy, what Governor Romney said just isn’t true.",S,,,,S,,,,S,,,
115,CROWLEY,He wanted to take them into bankruptcy without providing them any way to stay open.,S,,,,S,,,,S,,,
116,CROWLEY,And we would have lost a million jobs.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
117,CROWLEY,"And that — don’t take my word for it, take the executives at GM and Chrysler, some of whom are Republicans, may even support Governor Romney.",S,,,,S,,,,S,,,
118,CROWLEY,But they’ll tell you his prescription wasn’t going to work.,S,,,,S,,,,S,,,
119,CROWLEY,And Governor Romney’s says he’s got a five-point plan?,,,,,,,,,,,,
120,CROWLEY,Governor Romney doesn’t have a five-point plan.,S,,,,S,,,,S,,,
121,CROWLEY,He has a one-point plan.,S,,,,S,,,,S,,,
122,CROWLEY,And that plan is to make sure that folks at the top play by a different set of rules.,S,,,,S,,,,S,,,
123,CROWLEY,"That’s been his philosophy in the private sector, that’s been his philosophy as governor, that’s been his philosophy as a presidential candidate.",S,,,,S,,,,S,,,
124,CROWLEY,You can make a lot of money and pay lower tax rates than somebody who makes a lot less.,S,,,,S,,,,S,,,
125,CROWLEY,You can ship jobs overseas and get tax breaks for it.,S,,,,S,,,,S,,,
126,CROWLEY,"You can invest in a company, bankrupt it, lay off the workers, strip away their pensions, and you still make money.",S,,,,S,,,,S,,,
127,CROWLEY,That’s exactly the philosophy that we’ve seen in place for the last decade.,S; AGR,,,,S; AGR,,,,S; AGR,,,
128,CROWLEY,That’s what’s been squeezing middle class families.,S,,AE,,S,,AE,,S,,AE,
129,CROWLEY,And we have fought back for four years to get out of that mess.,S,,,,S,,,,S,,,
130,CROWLEY,The last thing we need to do is to go back to the very same policies that got us there.,S,,,,S,,,,S,,,
131,CROWLEY,Mr.,S,,,,S,,,,S,,,
132,CROWLEY,"President, the next question is going to be for you here.",S,,,,S,,,,S,,,
133,CROWLEY,"And, Mr.",S,,,,S,,,,S,,,
134,CROWLEY,"Romney — Governor Romney — there’ll be plenty of chances here to go on, but I want to…",S,,,,S,,,,S,,,
135,ROMNEY,That — that Detroit — that Detroit answer…,S,,,,S,,,,S,,,
136,CROWLEY,We have all these folks.,S,,,,S,,,,S,,,
137,ROMNEY,… that Detroit answer…,S,,,,S,,,,S,,,
138,CROWLEY,I will let you absolutely…,S; AGR,,,,S; AGR,,,,S; AGR,,,
139,ROMNEY,"… and the rest of the answer, way off the mark.",S,,,,S,,,,S,,,
140,CROWLEY,OK.,S; ACK,,,,S; ACK,,,,S; ACK,,,
141,CROWLEY,Will — will — you certainly will have lots of time here coming up.,S,,,,S,,,,S,,,
142,CROWLEY,"Because I want to move you on to something that’s sort of connected to cars here, and — and go over.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
143,CROWLEY,And we want to get a question from Phillip Tricolla.,S,,,,S,,,,S,,,
144,QUESTION,"Your energy secretary, Steven Chu, has now been on record three times stating it’s not policy of his department to help lower gas prices.",S,,,,S,,,,S,,,
145,QUESTION,Do you agree with Secretary Chu that this is not the job of the Energy Department?,YNQ; TG,,,,YNQ; TG,,,,YNQ; TG,,,
146,OBAMA,The most important thing we can do is to make sure we control our own energy.,S,,,,S,,,,S,,,
147,OBAMA,So here’s what I’ve done since I’ve been president.,S,,,,S,,,,S,,,
148,OBAMA,We have increased oil production to the highest levels in 16 years.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
149,OBAMA,Natural gas production is the highest it’s been in decades.,S,,,,S,,,,S,,,
150,OBAMA,We have seen increases in coal production and coal employment.,S,,,,S,,,,S,,,
151,OBAMA,But what I’ve also said is we can’t just produce traditional source of energy.,S,,,,S,,,,S,,,
152,OBAMA,We’ve also got to look to the future.,S,,,,S,,,,S,,,
153,OBAMA,That’s why we doubled fuel efficiency standards on cars.,S,,,,S,,,,S,,,
154,OBAMA,"That means that in the middle of the next decade, any car you buy, you’re going to end up going twice as far on a gallon of gas.",S,,,,S,,,,S,,,
155,OBAMA,That’s why we doubled clean — clean energy production like wind and solar and biofuels.,S,,,,S,,,,S,,,
156,OBAMA,And all these things have contributed to us lowering our oil imports to the lowest levels in 16 years.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
157,OBAMA,"Now, I want to build on that.",S,,,,S,,,,S,,,
158,OBAMA,"And that means, yes, we still continue to open up new areas for drilling.",S,,,,S,,,,S,,,
159,OBAMA,We continue to make it a priority for us to go after natural gas.,S,,,,S,,,,S,,,
160,OBAMA,"We’ve got potentially 600,000 jobs and 100 years worth of energy right beneath our feet with natural gas.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
161,OBAMA,And we can do it in an environmentally sound way.,S,,,,S,,,,S,,,
162,OBAMA,"But we’ve also got to continue to figure out how we have efficiency energy, because ultimately that’s how we’re going to reduce demand and that’s what’s going to keep gas prices lower.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
163,OBAMA,"Now, Governor Romney will say he’s got an all-of-the-above plan, but basically his plan is to let the oil companies write the energy policies.",S,,,,S,,,,S,,,
164,OBAMA,"So he’s got the oil and gas part, but he doesn’t have the clean energy part.",S,,,,S,,,,S,,,
165,OBAMA,"And if we are only thinking about tomorrow or the next day and not thinking about 10 years from now, we’re not going to control our own economic future.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
166,OBAMA,"Because China, Germany, they’re making these investments.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
167,OBAMA,And I’m not going to cede those jobs of the future to those countries.,S,,,,S,,,,S,,,
168,OBAMA,I expect those new energy sources to be built right here in the United States.,S,,UF,,S,,UF,,S,,UF,
169,OBAMA,That’s going to help Jeremy get a job.,S,,,,S,,,,S,,,
170,OBAMA,It’s also going to make sure that you’re not paying as much for gas.,S,,,,S,,,,S,,,
171,CROWLEY,"Governor, on the subject of gas prices?",,,,,,,,,,,,
172,ROMNEY,"Well, let’s look at the president’s policies, all right, as opposed to the rhetoric, because we’ve had four years of policies being played out.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
173,ROMNEY,"And the president’s right in terms of the additional oil production, but none of it came on federal land.",S,,,,S,,,,S,,,
174,ROMNEY,"As a matter of fact, oil production is down 14 percent this year on federal land, and gas production was down 9 percent.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
175,ROMNEY,Why?,Q-W,,,,Q-W,,,,Q-W,,,
176,ROMNEY,"Because the president cut in half the number of licenses and permits for drilling on federal lands, and in federal waters.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
177,ROMNEY,So where’d the increase come from?,,,,,,,,,,,,
178,ROMNEY,Well a lot of it came from the Bakken Range in North Dakota.,S,,,,S,,,,S,,,
179,ROMNEY,What was his participation there?,Q-W,,,,Q-W,,,,Q-W,,,
180,ROMNEY,"The administration brought a criminal action against the people drilling up there for oil, this massive new resource we have.",S,,,,S,,,,S,,,
181,ROMNEY,And what was the cost?,,,,,,,,,,,,
182,ROMNEY,20 or 25 birds were killed and brought out a migratory bird act to go after them on a criminal basis.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
183,ROMNEY,"Look, I want to make sure we use our oil, our coal, our gas, our nuclear, our renewables.",S,,,,S,,,,S,,,
184,ROMNEY,"I believe very much in our renewable capabilities; ethanol, wind, solar will be an important part of our energy mix.",S,,IP,,S,,IP,,S,,IP,
185,ROMNEY,"But what we don’t need is to have the president keeping us from taking advantage of oil, coal and gas.",S,,,,S,,,,S,,,
186,ROMNEY,This has not been Mr.,S,,,,S,,,,S,,,
187,ROMNEY,"Oil, or Mr.",S,,,,S,,,,S,,,
188,ROMNEY,"Gas, or Mr.",S,,,,S,,,,S,,,
189,ROMNEY,Coal.,S,,,,S,,,,S,,,
190,ROMNEY,Talk to the people that are working in those industries.,S,,,,S,,,,S,,,
191,ROMNEY,I was in coal country.,S,,,,S,,,,S,,,
192,ROMNEY,"People grabbed my arms and said, “Please save my job.",S,,,,S,,,,S,,,
193,ROMNEY,"” The head of the EPA said, “You can’t build a coal plant.",S,,,,S,,,,S,,,
194,ROMNEY,You’ll virtually — it’s virtually impossible given our regulations.,S,,,,S,,,,S,,,
195,ROMNEY,"” When the president ran for office, he said if you build a coal plant, you can go ahead, but you’ll go bankrupt.",S,,,,S,,,,S,,,
196,ROMNEY,That’s not the right course for America.,S,,APAT; PB,,S,,APAT; PB,,S,,APAT; PB,
197,ROMNEY,"Let’s take advantage of the energy resources we have, as well as the energy sources for the future.",S,,,,S,,,,S,,,
198,ROMNEY,"And if we do that, if we do what I’m planning on doing, which is getting us energy independent, North America energy independence within eight years, you’re going to see manufacturing jobs come back.",S,,APAT,,S,,APAT,,S,,APAT,
199,ROMNEY,"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
200,ROMNEY,I’ll get America and North America energy independent.,S,,APAT,,S,,APAT,,S,,APAT,
201,ROMNEY,"I’ll do it by more drilling, more permits and licenses.",S,,,,S,,,,S,,,
202,ROMNEY,We’re going to bring that pipeline in from Canada.,S,,,,S,,,,S,,,
203,ROMNEY,How in the world the president said no to that pipeline?,Q-W,,,,Q-W,,,,Q-W,,,
204,ROMNEY,I will never know.,S,,,,S,,,,S,,,
205,ROMNEY,"This is about bringing good jobs back for the middle class of America, and that’s what I’m going to do.",S,,APAT,,S,,APAT,,S,,APAT,
206,ROMNEY,CROWLEY: Mr.,S,,,,S,,,,S,,,
207,ROMNEY,"President, let me just see if I can move you to the gist of this question, which is, are we looking at the new normal?",,,,,,,,,,,,
208,ROMNEY,"I can tell you that tomorrow morning, a lot of people in Hempstead will wake up and fill up and they will find that the price of gas is over $4 a gallon.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
209,ROMNEY,"Is it within the purview of the government to bring those prices down, or are we looking at the new normal?",YNQ,,,,YNQ,,,,YNQ,,,
210,OBAMA,"Candy, there’s no doubt that world demand’s gone up, but our production is going up, and we’re using oil more efficiently.",S,,,,S,,,,S,,,
211,OBAMA,And very little of what Governor Romney just said is true.,S,,,,S,,,,S,,,
212,OBAMA,We’ve opened up public lands.,S,,,,S,,,,S,,,
213,OBAMA,We’re actually drilling more on public lands than in the previous administration and my — the previous president was an oil man.,S,,,,S,,,,S,,,
214,OBAMA,And natural gas isn’t just appearing magically.,S,,,,S,,,,S,,,
215,OBAMA,We’re encouraging it and working with the industry.,S,,,,S,,,,S,,,
216,OBAMA,"And when I hear Governor Romney say he’s a big coal guy, I mean, keep in mind, when — Governor, when you were governor of Massachusetts, you stood in front of a coal plant and pointed at it and said, “This plant kills,” and took great pride in shutting it down.",S,,,,S,,,,S,,,
217,OBAMA,And now suddenly you’re a big champion of coal.,S,,,,S,,,,S,,,
218,OBAMA,So what I’ve tried to do is be consistent.,S,,,,S,,,,S,,,
219,OBAMA,"With respect to something like coal, we made the largest investment in clean coal technology, to make sure that even as we’re producing more coal, we’re producing it cleaner and smarter.",S,,,,S,,,,S,,,
220,OBAMA,"Same thing with oil, same thing with natural gas.",S,,,,S,,,,S,,,
221,OBAMA,And the proof is our oil imports are down to the lowest levels in 20 years.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
222,OBAMA,"Oil production is up, natural gas production is up, and, most importantly, we’re also starting to build cars that are more efficient.",S,,,,S,,,,S,,,
223,OBAMA,And that’s creating jobs.,S,,,,S,,,,S,,,
224,OBAMA,"That means those cars can be exported, ’cause that’s the demand around the world, and it also means that it’ll save money in your pocketbook.",S,,,,S,,,,S,,,
225,OBAMA,"That’s the strategy you need, an all-of-the-above strategy, and that’s what we’re going to do in the next four years.",S,,,,S,,,,S,,,
226,ROMNEY,But that’s not what you’ve done in the last four years.,S,,,,S,,,,S,,,
227,ROMNEY,That’s the problem.,S,,,,S,,,,S,,,
228,ROMNEY,"In the last four years, you cut permits and licenses on federal land and federal waters in half.",S,,,,S,,,,S,,,
229,OBAMA,"Not true, Governor Romney.",S,,,,S,,,,S,,,
230,ROMNEY,So how much did you cut ?,,,,,,,,,,,,
231,OBAMA,Not true.,S,,,,S,,,,S,,,
232,ROMNEY,"How much did you cut them by, then?",Q-W,,,,Q-W,,,,Q-W,,,
233,OBAMA,"Governor, we have actually produced more oil —",S,,,,S,,,,S,,,
234,ROMNEY,"No, no.",S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
235,ROMNEY,How much did you cut licenses and permits on federal land and federal waters?,Q-W,,,,Q-W,,,,Q-W,,,
236,OBAMA,"Governor Romney, here’s what we did.",S,,,,S,,,,S,,,
237,OBAMA,There were a whole bunch of oil companies.,IAFA,,,,IAFA,,,,IAFA,,,
238,ROMNEY,"No, no, I had a question and the question was how much did you cut them by?",REJ; ANS,,,,REJ; ANS,,,,REJ; ANS,,,
239,OBAMA,You want me to answer a question —,S,,,,S,,,,S,,,
240,ROMNEY,How much did you cut them by?,Q-W,,,,Q-W,,,,Q-W,,,
241,OBAMA,I’m happy to answer the question.,S,,,,S,,,,S,,,
242,ROMNEY,All right.,S,,,,S,,,,S,,,
243,ROMNEY,And it is —,S,,,,S,,,,S,,,
244,OBAMA,Here’s what happened.,S,,,,S,,,,S,,,
245,OBAMA,You had a whole bunch of oil companies who had leases on public lands that they weren’t using.,S,,,,S,,,,S,,,
246,OBAMA,"So what we said was you can’t just sit on this for 10, 20, 30 years, decide when you want to drill, when you want to produce, when it’s most profitable for you.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
247,OBAMA,These are public lands.,S,,,,S,,,,S,,,
248,OBAMA,"So if you want to drill on public lands, you use it or you lose it.",S,,,,S,,,,S,,,
249,ROMNEY,"OK, —",S,,,,S,,,,S,,,
250,OBAMA,And so what we did was take away those leases.,S,,,,S,,,,S,,,
251,OBAMA,And we are now reletting them so that we can actually make a profit.,S,,,,S,,,,S,,,
252,ROMNEY,And production on private — on government land —,S,,,,S,,,,S,,,
253,OBAMA,Production is up.,S,,,,S,,,,S,,,
254,ROMNEY,— is down.,S,,,,S,,,,S,,,
255,OBAMA,"No, it isn’t.",S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
256,ROMNEY,Production on government land of oil is down 14 percent.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
257,OBAMA,Governor —,S,,,,S,,,,S,,,
258,ROMNEY,And production on gas —,S,,,,S,,,,S,,,
259,OBAMA,It’s just not true.,S,,,,S,,,,S,,,
260,ROMNEY,It’s absolutely true.,S; AGR,,,,S; AGR,,,,S; AGR,,,
261,ROMNEY,"Look, there’s no question but the people recognize that we have not produced more on federal lands and in federal waters.",S,,,,S,,,,S,,,
262,ROMNEY,"And coal, coal production is not up; coal jobs are not up.",S,,,,S,,,,S,,,
263,ROMNEY,"I was just at a coal facility, where some 1,200 people lost their jobs.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
264,ROMNEY,The right course for America is to have a true all-of-the-above policy.,S,,APAT; PB,,S,,APAT; PB,,S,,APAT; PB,
